Date_Time,Lamp_State,Fan_State,Bathroom_Humidity,Bathroom_Temperature,Bedroom1_Humidity,Bedroom1_Temperature,Kitchen_Humidity,Kitchen_Temperature,Diningroom_Humidity,Diningroom_Temperature,Livingroom1_Humidity,Livingroom1_Temperature,Livingroom2_Humidity,Livingroom2_Temperature,Bedroom2_Humidity,Bedroom2_Temperature,Bedroom2-Bathroom_Door,Bedroom1-Livingroom_Door,Livingroom-Kitchen_Door,Livingroom-Bathroom_Door,Bedroom1-Bathroom_Door,N/A(Nothing),Bedroom1-Back_Door,Livingroom-Front_Door,Bedroom1-2ft_Window,Livingroom-2ft_Window,Bedroom2-2ft_Window,Kitchen-2ft_Window,Bedroom2-3ft_Window,Livingroom-3ft_Window,Kitchen-3ft_Window,Bedroom1-3ft_Window
2019-07-12-14:33:31.722598,1,0,45,89.6,53,78.8,36,93.2,53,80.6,44,80.6,60,75.2,21,105.8,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1
2019-07-12-14:34:43.094620,1,0,46,89.6,53,78.8,35,93.2,53,80.6,44,82.4,60,75.2,21,105.8,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
2019-07-12-14:36:09.657320,1,0,46,89.6,54,78.8,36,93.2,53,80.6,44,82.4,60,75.2,22,105.8,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
2019-07-12-14:37:28.670322,1,0,46,89.6,56,78.8,35,93.2,53,80.6,44,82.4,60,75.2,22,105.8,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
2019-07-12-14:38:37.505317,1,0,47,89.6,55,78.8,36,93.2,53,80.6,44,82.4,61,75.2,22,107.6,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
2019-07-12-14:39:59.043703,1,0,47,89.6,57,78.8,36,93.2,53,80.6,44,82.4,61,75.2,22,107.6,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0
2019-07-12-14:41:25.625085,1,0,46,93.2,56,78.8,36,93.2,53,80.6,44,82.4,60,75.2,140,69.8,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0
2019-07-12-14:42:42.056432,1,0,44,95,57,80.6,36,93.2,53,80.6,44,80.6,61,75.2,24,109.4,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0
2019-07-12-14:43:55.971558,1,0,44,96.8,56,80.6,36,93.2,52,80.6,44,80.6,61,75.2,21,111.2,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1
2019-07-12-14:45:30.145813,1,0,44,93.2,58,80.6,37,93.2,54,80.6,45,80.6,62,75.2,20,111.2,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1
2019-07-12-14:46:49.135689,1,0,44,93.2,58,80.6,39,91.4,54,80.6,46,80.6,61,75.2,18,113,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1
2019-07-12-14:48:05.555411,1,0,46,89.6,57,80.6,40,89.6,54,80.6,47,78.8,61,75.2,18,111.2,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1
2019-07-12-14:49:44.804941,1,0,48,91.4,57,80.6,40,89.6,53,80.6,47,78.8,158,53.6,17,113,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1
2019-07-12-14:50:56.167391,1,0,48,91.4,56,80.6,40,87.8,53,78.8,48,78.8,61,75.2,17,114.8,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1
2019-07-12-14:52:05.024486,1,0,48,91.4,56,78.8,40,87.8,53,78.8,49,78.8,60,75.2,17,113,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1
2019-07-12-14:53:16.422387,1,0,46,93.2,-1,-1,41,87.8,53,78.8,49,78.8,61,75.2,18,114.8,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1
2019-07-12-14:55:22.972179,1,0,46,93.2,56,80.6,42,87.8,53,78.8,50,78.8,62,75.2,18,113,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1
2019-07-12-14:56:36.904874,1,0,46,91.4,56,78.8,42,87.8,54,78.8,50,78.8,62,75.2,16,114.8,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1
2019-07-12-14:57:58.393359,1,0,46,91.4,56,78.8,42,87.8,54,78.8,152,55.4,62,75.2,16,114.8,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1
2019-07-12-14:59:07.226966,1,0,47,91.4,56,78.8,34,87.8,54,78.8,50,78.8,62,75.2,17,116.6,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0
2019-07-12-15:00:13.536648,1,0,47,91.4,56,78.8,42,87.8,53,78.8,49,77,62,75.2,16,114.8,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0
2019-07-12-15:01:17.320798,1,0,46,89.6,156,55.4,42,87.8,155,55.4,50,78.8,62,75.2,16,114.8,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0
2019-07-12-15:02:26.136500,1,0,47,91.4,57,78.8,42,87.8,54,78.8,49,77,62,75.2,16,113,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0
2019-07-12-15:03:47.645223,1,0,47,91.4,56,78.8,42,87.8,54,78.8,49,77,62,75.2,16,113,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0
2019-07-12-15:04:56.495464,1,0,48,91.4,56,78.8,42,87.8,54,78.8,50,77,62,73.4,16,113,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0
2019-07-12-15:06:10.405734,1,0,151,60.8,57,78.8,43,87.8,54,78.8,50,77,62,75.2,16,113,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0
2019-07-12-15:07:19.250637,1,0,47,91.4,57,78.8,42,87.8,54,78.8,50,77,62,75.2,17,111.2,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0
2019-07-12-15:08:28.099361,1,0,47,91.4,57,78.8,42,87.8,54,78.8,49,77,62,75.2,16,113,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0
2019-07-12-15:09:31.915974,1,0,46,91.4,58,78.8,42,87.8,55,78.8,48,77,61,73.4,16,114.8,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0
2019-07-12-15:10:48.342944,1,0,46,89.6,57,78.8,43,87.8,55,78.8,51,77,61,75.2,16,114.8,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0
2019-07-12-15:11:54.650161,0,1,47,89.6,58,78.8,43,87.8,56,78.8,52,77,62,75.2,16,114.8,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0
2019-07-12-15:13:03.470443,0,1,50,86,57,78.8,44,87.8,56,78.8,52,78.8,61,73.4,18,107.6,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0
2019-07-12-15:14:22.450243,0,1,50,86,57,78.8,45,84.2,55,78.8,51,77,61,73.4,18,107.6,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0
2019-07-12-15:15:36.336620,0,1,52,84.2,55,78.8,46,82.4,52,78.8,50,77,60,73.4,23,104,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0
2019-07-12-15:17:05.428237,0,1,53,82.4,55,78.8,47,82.4,55,77,51,77,59,73.4,27,98.6,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0
2019-07-12-15:18:37.092153,0,1,53,82.4,56,78.8,47,82.4,56,77,51,77,59,73.4,27,98.6,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0
2019-07-12-15:19:48.443943,0,1,54,80.6,55,78.8,48,80.6,52,77,51,77,59,73.4,29,96.8,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
2019-07-12-15:20:54.800356,0,1,56,80.6,56,78.8,48,80.6,55,77,51,77,158,51.8,30,93.2,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
2019-07-12-15:22:03.647897,0,1,56,80.6,55,77,49,80.6,56,77,52,75.2,59,73.4,34,91.4,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
2019-07-12-15:23:27.684714,0,1,56,80.6,56,77,49,80.6,52,77,52,75.2,58,73.4,34,91.4,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
2019-07-12-15:24:36.536462,0,1,56,78.8,56,77,50,78.8,56,75.2,52,75.2,59,73.4,35,87.8,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0
2019-07-12-15:26:00.603853,0,1,56,78.8,56,77,51,78.8,57,75.2,52,75.2,58,73.4,36,86,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0
2019-07-12-15:27:22.134768,0,1,56,78.8,56,77,51,78.8,54,75.2,53,75.2,58,73.4,36,86,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0
2019-07-12-15:28:31.005370,0,1,56,78.8,57,77,52,78.8,58,75.2,52,75.2,58,73.4,38,84.2,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0
2019-07-12-15:29:34.788737,0,1,57,77,57,77,51,78.8,57,75.2,52,75.2,58,73.4,39,84.2,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
2019-07-12-15:30:53.733741,0,1,58,78.8,57,77,50,77,53,75.2,52,75.2,58,73.4,41,82.4,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
2019-07-12-15:32:12.688994,0,1,58,77,57,77,51,77,57,75.2,53,75.2,58,73.4,40,82.4,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
2019-07-12-15:33:26.608847,0,1,59,77,57,77,51,77,53,75.2,53,75.2,59,73.4,42,82.4,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
2019-07-12-15:34:40.517043,0,1,59,77,58,75.2,51,77,57,75.2,53,75.2,59,73.4,42,80.6,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1
2019-07-12-15:35:51.890709,0,1,58,77,58,75.2,51,77,54,75.2,155,53.6,59,73.4,42,80.6,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1
2019-07-12-15:37:03.264179,0,1,58,77,58,75.2,52,77,57,75.2,54,75.2,59,73.4,43,80.6,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1
2019-07-12-15:38:12.104364,0,1,59,75.2,58,75.2,154,53.6,57,75.2,155,53.6,157,51.8,44,80.6,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1
2019-07-12-15:39:18.432608,0,1,59,75.2,58,75.2,52,77,58,75.2,54,75.2,58,73.4,44,80.6,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1
2019-07-12-15:40:29.792612,0,1,60,75.2,58,75.2,53,75.2,59,75.2,54,73.4,58,73.4,44,78.8,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1
2019-07-12-15:41:46.235311,0,1,60,75.2,58,75.2,53,75.2,55,75.2,53,75.2,58,73.4,44,80.6,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1
2019-07-12-15:42:52.542392,0,1,61,75.2,59,75.2,53,75.2,59,75.2,54,73.4,59,71.6,45,78.8,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1
2019-07-12-15:44:06.435080,0,1,61,75.2,59,75.2,154,53.6,59,73.4,54,73.4,59,73.4,45,78.8,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1
2019-07-12-15:45:15.292442,0,1,62,75.2,59,75.2,53,75.2,59,73.4,54,73.4,59,71.6,45,78.8,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1
2019-07-12-15:46:39.363986,0,1,62,75.2,59,75.2,54,75.2,55,73.4,54,73.4,59,73.4,45,78.8,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1
2019-07-12-15:47:45.707147,0,1,62,75.2,60,75.2,54,75.2,59,73.4,54,73.4,59,71.6,46,78.8,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1
2019-07-12-15:49:09.784158,0,0,62,75.2,60,75.2,155,53.6,56,73.4,54,73.4,59,73.4,46,78.8,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1
2019-07-12-15:50:21.152021,0,0,62,73.4,60,75.2,54,75.2,59,73.4,54,73.4,157,51.8,46,78.8,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1
2019-07-12-15:51:30.002363,0,0,62,73.4,60,75.2,54,75.2,59,73.4,54,73.4,58,71.6,47,78.8,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1
2019-07-12-15:52:41.406784,0,0,63,73.4,60,75.2,54,75.2,59,73.4,54,73.4,58,71.6,48,78.8,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1
2019-07-12-15:53:57.861749,0,0,63,73.4,60,75.2,54,75.2,59,73.4,54,73.4,58,71.6,47,77,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1
2019-07-12-15:55:16.854909,0,0,63,73.4,60,75.2,54,75.2,59,73.4,55,73.4,59,71.6,47,77,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1
2019-07-12-15:56:33.300155,0,0,64,73.4,60,75.2,54,75.2,56,73.4,55,73.4,59,71.6,46,77,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1
2019-07-12-15:58:02.387928,0,0,64,73.4,60,75.2,54,75.2,59,73.4,55,73.4,58,71.6,47,78.8,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1
2019-07-12-15:59:18.844028,0,0,64,73.4,60,75.2,54,75.2,59,73.4,55,73.4,59,71.6,47,78.8,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
2019-07-12-16:00:32.757603,0,0,62,73.4,60,75.2,54,75.2,58,73.4,55,73.4,157,51.8,47,78.8,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
2019-07-12-16:01:39.095472,0,0,62,73.4,60,75.2,54,73.4,58,73.4,55,73.4,157,51.8,46,78.8,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
2019-07-12-16:02:45.412897,0,0,61,73.4,60,75.2,54,75.2,59,73.4,55,73.4,157,51.8,45,77,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
2019-07-12-16:03:54.264110,0,0,61,73.4,60,75.2,54,73.4,59,73.4,55,73.4,59,71.6,46,78.8,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
2019-07-12-16:05:00.578487,0,0,61,73.4,59,75.2,54,73.4,59,73.4,55,73.4,59,71.6,45,77,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019-07-12-16:06:34.743955,0,0,60,73.4,59,75.2,54,73.4,58,73.4,55,73.4,59,71.6,46,78.8,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019-07-12-16:08:03.877432,0,0,60,73.4,59,75.2,54,73.4,59,73.4,55,73.4,59,71.6,46,78.8,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019-07-12-16:09:07.657039,0,0,62,73.4,59,75.2,55,73.4,56,73.4,55,73.4,59,71.6,45,77,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2019-07-12-16:10:44.337976,0,0,62,73.4,59,75.2,55,73.4,59,73.4,55,73.4,59,71.6,45,77,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2019-07-12-16:11:48.117069,0,0,63,73.4,59,75.2,55,73.4,59,73.4,55,73.4,59,71.6,45,77,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2019-07-12-16:13:07.060821,0,0,63,73.4,59,75.2,55,73.4,59,73.4,55,73.4,59,71.6,45,77,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2019-07-12-16:14:20.986472,0,0,63,73.4,59,75.2,55,73.4,56,73.4,55,73.4,59,71.6,45,77,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
2019-07-12-16:15:34.887228,0,0,63,73.4,59,75.2,55,73.4,59,73.4,55,73.4,59,71.6,45,77,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
2019-07-12-16:16:58.946004,0,0,64,73.4,59,75.2,55,73.4,56,73.4,55,73.4,58,71.6,45,77,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
2019-07-12-16:18:15.395116,0,0,64,73.4,59,75.2,55,73.4,59,73.4,55,73.4,58,71.6,45,77,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
2019-07-12-16:19:29.303234,0,0,64,73.4,59,75.2,55,73.4,56,73.4,55,73.4,58,71.6,45,77,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1
2019-07-12-16:20:40.669555,0,0,64,73.4,59,75.2,55,73.4,59,73.4,55,73.4,59,71.6,45,77,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1
2019-07-12-16:21:52.037381,0,0,64,73.4,59,75.2,55,73.4,59,73.4,55,73.4,59,71.6,45,77,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1
2019-07-12-16:22:58.322464,0,0,64,73.4,60,75.2,55,73.4,59,73.4,55,73.4,59,71.6,45,77,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1
